article_name,page_id,pagerank_score,wikipedia link,birth,death,image_url,description,occupation,field,latitude,longitude
Giovanni Battista Riccioli,845486,2.153210112026869e-06,https://en.wikipedia.org/wiki/Giovanni_Battista_Riccioli,1598,1671,https://commons.wikimedia.org/wiki/Special:FilePath/Giovanni Battista Riccioli.jpg,16th century Italian theologian and astronomer,"['selenographer', 'theologian', 'astronomer', 'cartographer', 'university teacher', 'writer', 'philosopher']",['astronomy'],44.49388889,11.34277778
Sonny Rollins,248413,2.152516498453407e-06,https://en.wikipedia.org/wiki/Sonny_Rollins,1930,,https://commons.wikimedia.org/wiki/Special:FilePath/SonnyRollins.jpg,American jazz saxophonist and composer,"['composer', 'bandleader', 'conductor', 'jazz saxophonist', 'saxophonist']",['jazz'],40.80903333,-73.94837222
Rudolph Valentino,45396,2.1518436180145333e-06,https://en.wikipedia.org/wiki/Rudolph_Valentino,1895,1926,https://commons.wikimedia.org/wiki/Special:FilePath/Rudolph Valentino.jpg,Italian actor (1895–1926),"['actor', 'film actor']",[],34.088889,-118.319444
Colin Firth,170409,2.1513077704068148e-06,https://en.wikipedia.org/wiki/Colin_Firth,1960,,https://commons.wikimedia.org/wiki/Special:FilePath/Colin Firth by Gage Skidmore.jpg,English actor and producer,"['actor', 'film actor', 'screenwriter', 'film producer', 'stage actor', 'television actor', 'writer']","['acting', 'prose', 'filmmaking']",51.11031111,-0.754369444
Philip Schaff,178188,2.150890688968076e-06,https://en.wikipedia.org/wiki/Philip_Schaff,1819,1893,https://commons.wikimedia.org/wiki/Special:FilePath/Philip Schaff.jpg,"Swiss-born, American theologian and ecclesiastical historian (1819–1893)","['church historian', 'translator', 'theologian', 'university teacher', 'writer', 'Bible translator', 'historian']",[],40.889167,-73.873333
Chaitanya Mahaprabhu,174267,2.1504086104108668e-06,https://en.wikipedia.org/wiki/Chaitanya_Mahaprabhu,1486,1534,https://commons.wikimedia.org/wiki/Special:FilePath/Chaitanya-Mahabrabhu-at-Jagannath.jpg,15th century Indian Vaishnavite saint,['sannyasi'],[],19.8,85.81666667
Cimon,1472833,2.149907138498665e-06,https://en.wikipedia.org/wiki/Cimon,-510,-450,https://commons.wikimedia.org/wiki/Special:FilePath/Kimon.jpg,Athenian statesman,"['politician', 'military personnel']",[],34.91666667,33.63333333
John Franklin,330305,2.149905258867148e-06,https://en.wikipedia.org/wiki/John_Franklin,1786,1847,https://commons.wikimedia.org/wiki/Special:FilePath/John Franklin.jpg,British naval officer and explorer (1786–1847),"['explorer', 'naval officer', 'botanist']",['botany'],68.96666667,-97.23333333
C. S. Forester,5769,2.1498315998035726e-06,https://en.wikipedia.org/wiki/C._S._Forester,1899,1966,https://commons.wikimedia.org/wiki/Special:FilePath/CS Forester 00.jpg,"British novelist, ""Hornblower"" author (1899–1966)","['writer', 'screenwriter', 'novelist', 'journalist', 'playwright', 'war correspondent']","['creative and professional writing', 'prose', 'drama', 'journalism', 'war journalism']",33.88,-117.9286111
Heath Ledger,17173785,2.149735633783087e-06,https://en.wikipedia.org/wiki/Heath_Ledger,1979,2008,https://commons.wikimedia.org/wiki/Special:FilePath/Heath Ledger.jpg,Australian actor (1979–2008),"['television actor', 'film director', 'film actor', 'character actor', 'actor']",[],-31.97,115.7991667
Ferdinand I of Austria,166126,2.1488469293662816e-06,https://en.wikipedia.org/wiki/Ferdinand_I_of_Austria,1793,1875,https://commons.wikimedia.org/wiki/Special:FilePath/Kaiser Ferdinand I.jpg,"Austrian emperor, king of Hungary and Bohemia (1793-1875)",['politician'],['politics'],48.20555556,16.36972222
L. Sprague de Camp,45075,2.148626864434308e-06,https://en.wikipedia.org/wiki/L._Sprague_de_Camp,1907,2000,https://commons.wikimedia.org/wiki/Special:FilePath/L. Sprague de Camp crop.jpg,American non- and speculative fiction writer,"['writer', 'military officer', 'novelist', 'historian', 'essayist', 'literary critic', 'science fiction writer', 'journalist']",[],38.87916666666667,-77.07222222
David Souter,182688,2.148371985674915e-06,https://en.wikipedia.org/wiki/David_Souter,1939,,https://commons.wikimedia.org/wiki/Special:FilePath/DavidSouter.jpg,U.S. Supreme Court justice from 1990 to 2009,"['jurist', 'judge', 'lawyer']",[],42.45833333,-71.06666667
Edward the Elder,10209822,2.1483039121563483e-06,https://en.wikipedia.org/wiki/Edward_the_Elder,874,924,https://commons.wikimedia.org/wiki/Special:FilePath/Edward the Elder - MS Royal 14 B V.jpg,king of the Anglo-Saxons (r. 899–924),['sovereign'],[],51.060722,-1.313333
Jay Penske,4912153,2.1480068519655096e-06,https://en.wikipedia.org/wiki/Jay_Penske,1979,,,American businessman (born 1979),['entrepreneur'],[],40.7,-74
Robert II of France,79182,2.147975223932088e-06,https://en.wikipedia.org/wiki/Robert_II_of_France,972,1031,https://commons.wikimedia.org/wiki/Special:FilePath/Sceau de Robert II le pieux.jpg,king of the Franks from 996 to 1031,['politician'],[],48.93555556,2.359722222
Anastasius I Dicorus,25876,2.1478936344079525e-06,https://en.wikipedia.org/wiki/Anastasius_I_Dicorus,430,518,https://commons.wikimedia.org/wiki/Special:FilePath/Semissis-Anastasius I-sb0007.jpg,Byzantine Emperor from 491 to 518,"['politician', 'monarch']",[],41.01972222,28.94972222
Catherine I of Russia,44239,2.14777095825074e-06,https://en.wikipedia.org/wiki/Catherine_I_of_Russia,1684,1727,https://commons.wikimedia.org/wiki/Special:FilePath/Catherine I of Russia by Nattier.jpg,The first Empress of Russia from 1725 to 1727,"['monarch', 'Tsar']",[],59.95027778,30.31666667
Winslow Homer,313284,2.147605414978662e-06,https://en.wikipedia.org/wiki/Winslow_Homer,1836,1910,https://commons.wikimedia.org/wiki/Special:FilePath/Winslow Homer by Sarony.jpeg,American landscape painter (1836–1910),"['painter', 'photographer', 'printmaker', 'illustrator']",['drawing'],42.37055556,-71.14583333
Andrey Korotayev,5736781,2.14734323275876e-06,https://en.wikipedia.org/wiki/Andrey_Korotayev,1961,,https://commons.wikimedia.org/wiki/Special:FilePath/Rift Valley4.jpg,"Russian anthropologist, economic historian, comparative political scientist, and sociologist","['economist', 'anthropologist', 'geopolitical analyst', 'economic historian', 'historian', 'political scientist', 'writer', 'sociologist', 'demographer', 'professor', 'mathematician', 'philosopher']","['macroeconomics', 'anthropology', 'political science', 'economy', 'sociology', 'history']",55.75583333,37.61777778
Jackson Browne,149564,2.147226769804213e-06,https://en.wikipedia.org/wiki/Jackson_Browne,1948,,https://commons.wikimedia.org/wiki/Special:FilePath/JacksonBrowne3.jpg,American singer-songwriter,"['singer-songwriter', 'singer', 'songwriter', 'guitarist', 'pianist', 'keyboardist', 'manufacturer', 'composer', 'recording artist', 'environmentalist']",[],49.41222222,8.71
Tony Curtis,68375,2.1469964524859536e-06,https://en.wikipedia.org/wiki/Tony_Curtis,1925,2010,https://commons.wikimedia.org/wiki/Special:FilePath/Tony Curtis 1958.jpg,American actor (1925–2010),"['film actor', 'writer', 'painter', 'television actor', 'actor']",[],36.0516014,-115.1166992
Louis B. Mayer,382576,2.1467075842671454e-06,https://en.wikipedia.org/wiki/Louis_B._Mayer,1884,1957,https://commons.wikimedia.org/wiki/Special:FilePath/Louis B Mayer cropped.jpg,Canadian-American film producer (1884–1957),"['film producer', 'screenwriter']",[],34.05223,-118.24368
Athanasius Kircher,93815,2.1466874083449404e-06,https://en.wikipedia.org/wiki/Athanasius_Kircher,1601,1680,https://commons.wikimedia.org/wiki/Special:FilePath/Athanasius Kircher.jpg,German Jesuit scholar,"['linguist', 'mathematician', 'egyptologist', 'musicologist', 'music theorist', 'polymath', 'inventor', 'Catholic priest', 'astronomer', 'biologist', 'archaeologist', 'university teacher', 'writer', 'physicist', 'geologist', 'volcanologist', 'museologist', 'composer', 'historian', 'naturalist', 'orientalist', 'Catholic theologian', 'philosopher']","['theology', 'linguistics', 'geology', 'medicine']",41.89305556,12.48277778
Robert H. McNaught,760359,2.1464532503192384e-06,https://en.wikipedia.org/wiki/Robert_H._McNaught,1956,,,British astronomer,['astronomer'],['astronomy'],57,-5
John Hunyadi,285013,2.145799931117754e-06,https://en.wikipedia.org/wiki/John_Hunyadi,1407,1456,https://commons.wikimedia.org/wiki/Special:FilePath/Hunyady János.jpg,"Regent-Governor of the Kingdom of Hungary, 1446–1453","['condottiero', 'politician']",[],46.06762,23.56995
Lauryn Hill,162864,2.144889590221473e-06,https://en.wikipedia.org/wiki/Lauryn_Hill,1975,,https://commons.wikimedia.org/wiki/Special:FilePath/Lauryn Hill Kongsberg Jazzfestival 2019 (221758) (cropped).jpg,American rapper and singer,"['actor', 'singer-songwriter', 'musician', 'composer', 'rapper', 'television actor', 'guitarist', 'pianist', 'film actor', 'singer', 'record producer', 'recording artist', 'film director']",['music composing'],40.76611111,-74.21166667
Lee Myung-bak,3844691,2.144562215146454e-06,https://en.wikipedia.org/wiki/Lee_Myung-bak,1941,,https://commons.wikimedia.org/wiki/Special:FilePath/Lee Myung-bak presidential portrait.jpg,President of South Korea from 2008 to 2013,"['politician', 'businessperson']",[],34.69375,135.5021111111111
Zaha Hadid,513402,2.1445591885400944e-06,https://en.wikipedia.org/wiki/Zaha_Hadid,1950,2016,https://commons.wikimedia.org/wiki/Special:FilePath/Zaha Hadid in Heydar Aliyev Cultural center in Baku nov 2013 (cropped).jpg,"Iraqi British architect, designer and painter","['architect', 'designer', 'university teacher', 'jewelry designer', 'artist', 'sculptor', 'painter']","['architecture', 'jewelry design', 'art of painting']",51.29666666666667,-0.633333333
Rand Paul,11914121,2.1444929023653425e-06,https://en.wikipedia.org/wiki/Rand_Paul,1963,,"https://commons.wikimedia.org/wiki/Special:FilePath/Rand Paul, official portrait, 112th Congress alternate.jpg",United States Senator from Kentucky since 2011,"['politician', 'physician', 'ophthalmologist']",[],40.44166666666667,-80
Alexandru Ioan Cuza,46000,2.144299946114343e-06,https://en.wikipedia.org/wiki/Alexandru_Ioan_Cuza,1820,1873,https://commons.wikimedia.org/wiki/Special:FilePath/Alexandru Ioan Cuza colorizat.jpg,first ruler of the United Principalities of Moldavia and Wallachia,"['politician', 'military officer', 'revolutionary', 'jurist']",[],47.1597,27.5847
Mikhail Bakhtin,578014,2.144061748691117e-06,https://en.wikipedia.org/wiki/Mikhail_Bakhtin,1895,1975,https://commons.wikimedia.org/wiki/Special:FilePath/Mikhail bakhtin.jpg,Russian intellectual and philosopher,"['philosopher', 'linguist', 'writer', 'literary critic', 'literary historian', 'literary scholar', 'art theorist']",['philosophy'],55.76805556,37.71027778
Tarō Asō,1942574,2.1439415590344844e-06,https://en.wikipedia.org/wiki/Tarō_Asō,1940,,https://commons.wikimedia.org/wiki/Special:FilePath/Aso Taro profile.jpg,Japanese politician (born 1940),"['politician', 'diplomat', 'entrepreneur', 'economist']",[],33.64655555555556,130.6911111111111
Vlad the Impaler,716868,2.143791880038125e-06,https://en.wikipedia.org/wiki/Vlad_the_Impaler,1431,1476,https://commons.wikimedia.org/wiki/Special:FilePath/Vlad Tepes 002.jpg,15th-century ruler of Wallachia,['ruler'],[],44.7294,26.1756
John II of Portugal,147145,2.142537529521189e-06,https://en.wikipedia.org/wiki/John_II_of_Portugal,1455,1495,https://commons.wikimedia.org/wiki/Special:FilePath/JoaoII-P.jpg,Portuguese king,[],"['politics', 'culture']",39.65916667,-8.826111111
King Wu of Zhou,326771,2.142052344245424e-06,https://en.wikipedia.org/wiki/King_Wu_of_Zhou,-1150,-1043,https://commons.wikimedia.org/wiki/Special:FilePath/King Wu of Zhou.jpg,founder of China's Zhou dynasty,['monarch'],[],34.26666667,108.9
Cato the Younger,312698,2.141531540697702e-06,https://en.wikipedia.org/wiki/Cato_the_Younger,-95,-46,https://commons.wikimedia.org/wiki/Special:FilePath/Cato Utica Louvre LP2090.jpg,"Roman statesman, general and writer (95–46 BC)","['writer', 'Ancient Roman politician', 'ancient Roman military personnel', 'politician']",[],37.05652778,10.06225833
Abraham ibn Ezra,143794,2.1413111590430903e-06,https://en.wikipedia.org/wiki/Abraham_ibn_Ezra,1089,1167,https://commons.wikimedia.org/wiki/Special:FilePath/Psalterium-Ibn-Ezra.jpeg,12th-century Sephardic rabbi and astrologer,"['poet', 'rabbi', 'writer', 'translator', 'philosopher', 'astrologer', 'physician', 'astronomer', 'mathematician']","['poetry', 'Talmud', 'Halakha']",32.86833333,35.21138889
Bruce M. Metzger,2181028,2.140400992890325e-06,https://en.wikipedia.org/wiki/Bruce_M._Metzger,1914,2007,https://commons.wikimedia.org/wiki/Special:FilePath/Bruce Metzger.JPG,American biblical scholar (1914-2007),"['theologian', 'biblical scholar', 'university teacher']",[],40.35222222,-74.65694444
Dionysius Thrax,8892,2.139262739857068e-06,https://en.wikipedia.org/wiki/Dionysius_Thrax,-170,-89,https://commons.wikimedia.org/wiki/Special:FilePath/Дыянісій фракійскі.jpg,ancient Greek grammarian,"['grammarian', 'writer']",[],36.17,27.92
Peter Brook,215191,2.1390275109573283e-06,https://en.wikipedia.org/wiki/Peter_Brook,1925,2022,https://commons.wikimedia.org/wiki/Special:FilePath/Peter Brook.JPG,English theatre and film director (1925–2022),"['theatrical director', 'film director', 'theatrologist', 'screenwriter', 'writer', 'autobiographer', 'cinephile', 'opera director', 'director', 'producer']","['directing', 'film direction']",48.85666666666667,2.352222222222222
Alexander III of Scotland,1596,2.138894099206564e-06,https://en.wikipedia.org/wiki/Alexander_III_of_Scotland,1241,1286,https://commons.wikimedia.org/wiki/Special:FilePath/Alexander III and Ollamh Rígh.JPG,King of Scots 1249–1286,['monarch'],[],56.0697028,-3.463541394
Albert A. Michelson,92733,2.1388029913396104e-06,https://en.wikipedia.org/wiki/Albert_A._Michelson,1852,1931,https://commons.wikimedia.org/wiki/Special:FilePath/Albert Abraham Michelson2.jpg,Polish physicist,"['physicist', 'military officer', 'university teacher']","['physics', 'physicist', 'astronomy']",34.15611111,-118.1319444
Italo Calvino,14937,2.1386745843671253e-06,https://en.wikipedia.org/wiki/Italo_Calvino,1923,1985,https://commons.wikimedia.org/wiki/Special:FilePath/Italo-Calvino.jpg,Italian journalist and writer (1923-1985),"['writer', 'journalist', 'essayist', 'novelist', 'screenwriter']",['Italian literature'],43.31833333,11.33138889
Helmuth von Moltke the Elder,439365,2.138580488035348e-06,https://en.wikipedia.org/wiki/Helmuth_von_Moltke_the_Elder,1800,1891,https://commons.wikimedia.org/wiki/Special:FilePath/Helmuth Karl Bernhard von Moltke.jpg,German Field Marshal (1800–1891),"['writer', 'military officer', 'historian', 'politician']",[],52.51666667,13.38333333
Wenceslaus IV of Bohemia,38826,2.1373399249065e-06,https://en.wikipedia.org/wiki/Wenceslaus_IV_of_Bohemia,1361,1419,https://commons.wikimedia.org/wiki/Special:FilePath/Vaclav of Bohemia.jpg,German king,[],[],50.090833333333336,14.400555555555556
William L. Shirer,922503,2.137211927463364e-06,https://en.wikipedia.org/wiki/William_L._Shirer,1904,1993,https://commons.wikimedia.org/wiki/Special:FilePath/Shirer.jpg,American journalist (1904–1993),"['journalist', 'historian', 'writer']",[],42.360277777777775,-71.05777778
Frank Whittle,42707,2.136378456613306e-06,https://en.wikipedia.org/wiki/Frank_Whittle,1907,1996,https://commons.wikimedia.org/wiki/Special:FilePath/Frank Whittle CH 011867.jpg,British Royal Air Force engineer air officer,"['flight engineer', 'aircraft pilot', 'inventor', 'engineer', 'aerospace engineer']",['mechanical engineering'],53.1,-0.2
André Marie Constant Duméril,906925,2.1363388311635177e-06,https://en.wikipedia.org/wiki/André_Marie_Constant_Duméril,1774,1860,https://commons.wikimedia.org/wiki/Special:FilePath/André Marie Constant Duméril.jpg,French zoologist,"['entomologist', 'zoologist', 'herpetologist', 'physician', 'ichthyologist']",['zoologist'],48.86194444,2.394166667
